"index";"mediana";"mean global";"desvio";"mean blue";"desv blue";"mean green";"desv green";"mean red";"desv red";"R/G mean";"R/B mean";"R/G desv";"R/B desv"
534;"32,000";"37,410";"31,170";"10,400";"14,034";"54,710";"28,833";"47,120";"27,626";"0,861";"4,531";"0,958";"3,358"
535;"15,000";"23,300";"22,948";"9,230";"14,239";"31,900";"23,039";"28,770";"23,333";"0,902";"3,117";"1,013";"2,020"
536;"47,000";"46,563";"29,821";"15,980";"16,133";"62,730";"22,365";"60,980";"22,423";"0,972";"3,816";"1,003";"3,780"
537;"37,000";"38,303";"26,823";"13,000";"15,476";"53,200";"21,954";"48,710";"21,598";"0,916";"3,747";"0,984";"3,147"
538;"66,500";"53,110";"33,667";"10,950";"11,042";"77,760";"17,456";"70,620";"16,798";"0,908";"6,449";"0,962";"6,396"
539;"63,000";"51,330";"31,629";"10,150";"9,959";"75,280";"13,131";"68,560";"12,780";"0,911";"6,755";"0,973";"6,884"
540;"59,000";"48,697";"31,744";"9,090";"10,330";"71,860";"16,743";"65,140";"16,138";"0,906";"7,166";"0,964";"6,306"
541;"52,000";"51,293";"33,841";"14,720";"16,881";"72,600";"22,376";"66,560";"25,006";"0,917";"4,522";"1,118";"3,943"
542;"80,500";"84,030";"51,059";"33,520";"29,977";"109,160";"38,796";"109,410";"39,879";"1,002";"3,264";"1,028";"3,650"
543;"61,000";"64,680";"40,898";"25,530";"23,770";"83,040";"31,481";"85,470";"34,057";"1,029";"3,348";"1,082";"3,596"
544;"52,000";"59,893";"45,374";"21,570";"25,579";"74,410";"39,036";"83,700";"41,858";"1,125";"3,880";"1,072";"3,272"
545;"119,000";"104,047";"56,490";"35,480";"20,809";"124,180";"29,154";"152,480";"28,943";"1,228";"4,298";"0,993";"7,327"
546;"120,000";"107,293";"53,338";"42,580";"21,760";"121,900";"24,238";"157,400";"23,704";"1,291";"3,697";"0,978";"7,233"
547;"96,500";"88,633";"53,283";"24,300";"21,469";"103,590";"25,303";"138,010";"24,811";"1,332";"5,679";"0,981";"6,428"
548;"102,500";"90,977";"53,490";"25,420";"21,472";"108,220";"24,052";"139,290";"24,794";"1,287";"5,480";"1,031";"6,487"
549;"112,500";"104,093";"56,159";"36,620";"22,376";"121,180";"27,334";"154,480";"28,816";"1,275";"4,218";"1,054";"6,904"
550;"21,000";"22,590";"18,813";"8,380";"11,092";"34,720";"17,459";"24,670";"16,750";"0,711";"2,944";"0,959";"2,224"
551;"32,000";"32,137";"22,913";"7,600";"8,998";"49,550";"17,284";"39,260";"15,470";"0,792";"5,166";"0,895";"4,363"
552;"24,000";"33,153";"28,836";"12,530";"13,424";"47,820";"29,166";"39,110";"28,067";"0,818";"3,121";"0,962";"2,913"
553;"60,500";"51,013";"31,257";"11,020";"10,814";"73,900";"14,090";"68,120";"14,128";"0,922";"6,181";"1,003";"6,299"
554;"59,000";"50,143";"31,894";"10,000";"10,480";"73,650";"15,600";"66,780";"16,053";"0,907";"6,678";"1,029";"6,372"
555;"62,000";"55,133";"35,733";"13,070";"13,613";"78,760";"22,366";"73,570";"21,852";"0,934";"5,629";"0,977";"5,404"
556;"65,000";"58,493";"35,290";"16,130";"14,469";"82,540";"20,147";"76,810";"20,311";"0,931";"4,762";"1,008";"5,309"
557;"58,500";"51,563";"31,814";"14,550";"14,772";"73,480";"18,945";"66,660";"19,519";"0,907";"4,581";"1,030";"4,513"
558;"54,500";"52,333";"32,940";"13,880";"14,163";"75,260";"20,222";"67,860";"20,006";"0,902";"4,889";"0,989";"4,791"
559;"31,500";"34,603";"28,360";"10,260";"12,398";"51,350";"26,146";"42,200";"25,393";"0,822";"4,113";"0,971";"3,404"
560;"17,000";"29,840";"31,185";"11,960";"13,498";"42,110";"33,850";"35,450";"32,980";"0,842";"2,964";"0,974";"2,626"
561;"76,500";"64,040";"38,554";"17,640";"12,866";"89,600";"23,067";"84,880";"22,826";"0,947";"4,812";"0,990";"6,597"
562;"76,000";"63,903";"37,227";"16,100";"12,724";"91,430";"16,523";"84,180";"16,389";"0,921";"5,229";"0,992";"6,616"
563;"72,000";"61,733";"37,122";"14,400";"12,400";"89,420";"17,572";"81,380";"16,689";"0,910";"5,651";"0,950";"6,563"
564;"70,500";"61,813";"36,293";"16,300";"14,099";"87,710";"17,542";"81,430";"17,836";"0,928";"4,996";"1,017";"5,775"
565;"74,000";"66,863";"43,160";"14,340";"13,361";"93,570";"22,664";"92,680";"27,526";"0,990";"6,463";"1,214";"6,937"
566;"101,500";"80,223";"45,377";"19,390";"11,845";"107,670";"15,510";"113,610";"15,084";"1,055";"5,859";"0,973";"9,592"
567;"101,000";"92,493";"52,682";"29,080";"20,774";"112,850";"27,914";"135,550";"28,737";"1,201";"4,661";"1,029";"6,525"
568;"120,500";"105,317";"54,692";"37,130";"20,690";"125,270";"23,277";"153,550";"25,096";"1,226";"4,135";"1,078";"7,421"
569;"132,500";"115,333";"57,228";"44,610";"20,214";"134,360";"26,721";"167,030";"25,811";"1,243";"3,744";"0,966";"8,263"
570;"127,500";"111,127";"50,496";"46,270";"16,282";"128,420";"17,540";"158,690";"17,575";"1,236";"3,430";"1,002";"9,746"
571;"106,000";"90,847";"52,193";"26,000";"20,167";"107,550";"22,457";"138,990";"21,438";"1,292";"5,346";"0,955";"6,892"
572;"117,000";"99,717";"57,615";"26,390";"16,557";"121,730";"24,477";"151,030";"24,309";"1,241";"5,723";"0,993";"9,122"
573;"137,000";"116,803";"57,969";"43,160";"20,488";"138,800";"22,947";"168,450";"23,673";"1,214";"3,903";"1,032";"8,222"
574;"130,500";"108,427";"54,867";"36,670";"15,680";"133,610";"19,513";"155,000";"21,267";"1,160";"4,227";"1,090";"9,885"
575;"6,000";"9,373";"10,463";"5,660";"9,118";"13,960";"10,379";"8,500";"10,097";"0,609";"1,502";"0,973";"0,932"
576;"8,000";"13,173";"14,414";"3,450";"5,062";"21,920";"15,620";"14,150";"13,478";"0,646";"4,101";"0,863";"2,795"
577;"21,000";"25,350";"22,568";"8,860";"12,343";"36,820";"22,410";"30,370";"21,087";"0,825";"3,428";"0,941";"2,460"
578;"39,000";"39,010";"25,023";"13,760";"13,224";"54,960";"19,404";"48,310";"18,672";"0,879";"3,511";"0,962";"3,653"
579;"36,000";"34,640";"24,181";"10,880";"13,652";"49,420";"18,729";"43,620";"18,798";"0,883";"4,009";"1,004";"3,195"
580;"43,000";"43,157";"31,184";"9,460";"12,652";"63,160";"22,871";"56,850";"22,607";"0,900";"6,010";"0,988";"4,493"
581;"34,000";"35,897";"23,846";"12,930";"12,908";"49,680";"19,497";"45,080";"18,903";"0,907";"3,486";"0,970";"3,492"
582;"41,500";"42,843";"29,233";"13,440";"14,315";"63,350";"22,554";"51,740";"22,041";"0,817";"3,850";"0,977";"3,615"
583;"43,000";"45,550";"31,362";"14,410";"14,896";"67,010";"24,766";"55,230";"24,322";"0,824";"3,833";"0,982";"3,708"
584;"57,000";"54,390";"37,044";"15,070";"15,698";"77,800";"27,919";"70,300";"27,269";"0,904";"4,665";"0,977";"4,478"
585;"68,000";"55,903";"33,247";"12,870";"11,804";"80,470";"13,668";"74,370";"13,909";"0,924";"5,779";"1,018";"6,300"
586;"60,000";"53,257";"32,778";"14,560";"14,959";"76,610";"18,863";"68,600";"19,116";"0,895";"4,712";"1,013";"4,586"
587;"62,000";"55,250";"33,351";"14,930";"14,000";"79,600";"18,236";"71,220";"18,292";"0,895";"4,770";"1,003";"5,087"
588;"45,000";"42,463";"28,833";"12,270";"15,017";"61,550";"21,095";"53,570";"20,595";"0,870";"4,366";"0,976";"3,567"
589;"50,500";"48,783";"33,889";"14,960";"17,749";"67,430";"24,453";"63,960";"28,466";"0,949";"4,275";"1,164";"3,604"
590;"96,500";"83,677";"47,869";"26,600";"17,147";"101,600";"24,632";"122,830";"29,353";"1,209";"4,618";"1,192";"7,163"
591;"72,000";"63,060";"41,954";"11,620";"10,171";"82,210";"22,288";"95,350";"24,995";"1,160";"8,206";"1,121";"9,374"
592;"58,500";"69,240";"51,343";"19,570";"20,913";"83,100";"40,360";"105,050";"43,596";"1,264";"5,368";"1,080";"5,023"
593;"101,500";"88,720";"52,276";"22,430";"16,214";"102,440";"17,559";"141,290";"16,757";"1,379";"6,299";"0,954";"8,714"
594;"105,000";"93,900";"43,389";"42,010";"18,145";"105,360";"19,085";"134,330";"22,268";"1,275";"3,198";"1,167";"7,403"
595;"112,000";"103,643";"44,393";"50,080";"19,556";"118,110";"21,315";"142,740";"21,648";"1,209";"2,850";"1,016";"7,299"
596;"101,500";"88,443";"53,972";"22,310";"22,074";"110,430";"26,916";"132,590";"26,856";"1,201";"5,943";"0,998";"6,007"
597;"99,500";"77,687";"50,088";"11,250";"12,724";"106,580";"17,747";"115,230";"19,785";"1,081";"10,243";"1,115";"9,056"
598;"96,500";"84,440";"49,717";"22,200";"18,467";"111,850";"24,174";"119,270";"25,527";"1,066";"5,373";"1,056";"6,459"
599;"93,000";"89,040";"48,644";"33,950";"24,206";"119,450";"28,895";"113,720";"33,302";"0,952";"3,350";"1,153";"4,698"
600;"10,000";"13,647";"12,985";"8,280";"10,560";"18,060";"13,232";"14,600";"13,039";"0,808";"1,763";"0,985";"1,383"
601;"12,000";"16,620";"16,833";"9,580";"14,141";"22,920";"16,943";"17,360";"16,528";"0,757";"1,812";"0,976";"1,228"
602;"16,000";"21,247";"20,312";"9,820";"13,873";"29,550";"20,835";"24,370";"20,048";"0,825";"2,482";"0,962";"1,757"
603;"26,000";"29,363";"22,703";"11,910";"14,930";"39,880";"20,547";"36,300";"20,924";"0,910";"3,048";"1,018";"2,431"
604;"37,000";"34,577";"24,205";"10,470";"11,593";"49,150";"19,361";"44,110";"19,077";"0,897";"4,213";"0,985";"3,805"
605;"29,000";"28,460";"18,727";"10,770";"10,131";"39,060";"15,458";"35,550";"15,327";"0,910";"3,301";"0,991";"3,509"
606;"32,500";"34,780";"24,995";"12,990";"13,105";"48,580";"22,687";"42,770";"21,417";"0,880";"3,293";"0,944";"3,264"
607;"34,500";"35,607";"25,318";"11,600";"12,567";"51,210";"21,435";"44,010";"20,377";"0,859";"3,794";"0,951";"3,502"
608;"42,000";"42,663";"30,725";"14,290";"15,389";"61,320";"26,751";"52,380";"25,141";"0,854";"3,666";"0,940";"3,404"
609;"50,000";"45,937";"32,621";"13,560";"15,649";"66,650";"26,474";"57,600";"25,167";"0,864";"4,248";"0,951";"3,681"
610;"41,000";"41,307";"30,472";"14,330";"16,233";"57,870";"27,120";"51,720";"26,002";"0,894";"3,609";"0,959";"3,186"
611;"53,000";"47,910";"32,895";"13,430";"13,783";"69,290";"25,428";"61,010";"24,335";"0,881";"4,543";"0,957";"4,427"
612;"40,000";"38,840";"28,096";"13,410";"15,804";"54,740";"23,908";"48,370";"23,590";"0,884";"3,607";"0,987";"3,061"
613;"32,000";"34,333";"26,689";"13,790";"17,956";"44,630";"23,918";"44,580";"24,686";"0,999";"3,233";"1,032";"2,483"
614;"66,500";"71,907";"48,332";"29,260";"22,521";"81,040";"38,961";"105,420";"44,244";"1,301";"3,603";"1,136";"4,681"
615;"94,000";"81,043";"49,378";"28,180";"16,008";"91,000";"32,546";"123,950";"35,557";"1,362";"4,399";"1,093";"7,743"
616;"82,000";"74,017";"47,850";"28,230";"30,961";"84,870";"34,068";"108,950";"36,264";"1,284";"3,859";"1,064";"3,519"
617;"102,000";"90,597";"53,575";"36,490";"26,298";"103,350";"37,189";"131,950";"41,665";"1,277";"3,616";"1,120";"5,018"
618;"89,000";"77,517";"53,271";"25,370";"26,064";"94,980";"37,510";"112,200";"46,904";"1,181";"4,423";"1,250";"4,305"
619;"83,000";"76,590";"45,169";"31,080";"18,395";"97,800";"34,136";"100,890";"38,803";"1,032";"3,246";"1,137";"5,485"
620;"78,000";"79,077";"45,991";"40,260";"26,254";"93,030";"38,689";"103,940";"42,894";"1,117";"2,582";"1,109";"3,959"
621;"96,000";"83,727";"51,237";"31,740";"28,140";"102,140";"36,861";"117,300";"39,452";"1,148";"3,696";"1,070";"4,169"
622;"72,000";"69,010";"51,079";"18,620";"21,952";"95,340";"39,378";"93,070";"44,536";"0,976";"4,998";"1,131";"4,240"
623;"69,500";"63,730";"42,363";"20,790";"20,925";"87,870";"32,706";"82,530";"33,110";"0,939";"3,970";"1,012";"3,944"
624;"71,000";"69,937";"45,472";"24,020";"21,970";"97,470";"36,440";"88,320";"34,471";"0,906";"3,677";"0,946";"4,020"
